,Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Unnamed: 13
32,CS Baugh (WI),2003-2012,47,-,-,-,-,-,-,-,-,-,-,
33,T Bavuma (SA),2016-2017,2,-,-,-,-,-,-,-,-,-,-,
34,AC Bedade (INDIA),1994-1994,13,-,-,-,-,-,-,-,-,-,-,
35,MD Bell (NZ),1998-2001,7,-,-,-,-,-,-,-,-,-,-,
36,MR Benson (ENG),1986-1986,1,-,-,-,-,-,-,-,-,-,-,
37,AR Berenger (UAE),2014-2015,10,-,-,-,-,-,-,-,-,-,-,
38,B Bhandari (NEPAL),2019-2019,3,-,-,-,-,-,-,-,-,-,-,
39,M Bhanuka (SL),2019-2019,1,-,-,-,-,-,-,-,-,-,-,
40,RA Bhatti (CAN),2011-2011,1,-,-,-,-,-,-,-,-,-,-,
41,IS Billcliff (CAN),2003-2009,19,-,-,-,-,-,-,-,-,-,-,
42,SW Billings (ENG),2015-2018,15,-,-,-,-,-,-,-,-,-,-,
43,GA Bishop (AUS),1987-1987,2,-,-,-,-,-,-,-,-,-,-,
44,TE Blain (NZ),1986-1994,38,-,-,-,-,-,-,-,-,-,-,
45,G Blakeney (BMUDA),2009-2009,2,-,-,-,-,-,-,-,-,-,-,
46,RJ Blakey (ENG),1992-1993,3,-,-,-,-,-,-,-,-,-,-,
47,LE Bosman (Afr/SA),2006-2010,14,-,-,-,-,-,-,-,-,-,-,
48,MV Boucher (Afr/SA),1998-2011,295,-,-,-,-,-,-,-,-,-,-,
49,DM Bravo (WI),2009-2019,110,-,-,-,-,-,-,-,-,-,-,
0,JP Bray (IRE),2006-2007,15,-,-,-,-,-,-,-,-,-,-,
1,JM Brearley (ENG),1977-1980,25,-,-,-,-,-,-,-,-,-,-,
2,GA Briant (ZIM),1993-1993,5,-,-,-,-,-,-,-,-,-,-,
3,NT Broom (NZ),2009-2017,39,-,-,-,-,-,-,-,-,-,-,
4,RD Brown (ZIM),1983-1987,7,-,-,-,-,-,-,-,-,-,-,
5,CO Browne (WI),1995-2005,46,-,-,-,-,-,-,-,-,-,-,
6,PA Browne (WI),2008-2008,5,-,-,-,-,-,-,-,-,-,-,
7,DG Brownlie (NZ),2012-2017,16,-,-,-,-,-,-,-,-,-,-,
8,GK Bruk-Jackson (ZIM),1993-1993,1,-,-,-,-,-,-,-,-,-,-,
9,JA Burns (AUS),2015-2015,6,-,-,-,-,-,-,-,-,-,-,
10,AR Butcher (ENG),1980-1980,1,-,-,-,-,-,-,-,-,-,-,
11,RO Butcher (ENG),1980-1981,3,-,-,-,-,-,-,-,-,-,-,
12,JC Buttler (ENG),2012-2019,142,-,-,-,-,-,-,-,-,-,-,
13,AF Buurman (NL),2007-2011,17,-,-,-,-,-,-,-,-,-,-,
14,RJ Campbell (AUS),2002-2002,2,-,-,-,-,-,-,-,-,-,-,
15,AT Carey (AUS),2018-2019,29,-,-,-,-,-,-,-,-,-,-,
16,SV Carlisle (ZIM),1995-2005,111,-,-,-,-,-,-,-,-,-,-,
17,C Carter (HKG),2015-2018,11,-,-,-,-,-,-,-,-,-,-,
18,HWR Cartwright (AUS),2017-2017,2,-,-,-,-,-,-,-,-,-,-,
19,JJ Celestine (BMUDA),2007-2008,8,-,-,-,-,-,-,-,-,-,-,
20,RW Chakabva (ZIM),2008-2019,38,-,-,-,-,-,-,-,-,-,-,
21,LD Chandimal (SL),2010-2019,146,-,-,-,-,-,-,-,-,-,-,
22,VB Chandrasekhar (INDIA),1988-1990,7,-,-,-,-,-,-,-,-,-,-,
23,MS Chapman (HKG/NZ),2015-2018,5,-,-,-,-,-,-,-,-,-,-,
24,CJD Chappell (CAN),1979-1979,3,-,-,-,-,-,-,-,-,-,-,
25,BB Chari (ZIM),2015-2019,11,-,-,-,-,-,-,-,-,-,-,
26,CPS Chauhan (INDIA),1978-1981,7,-,-,-,-,-,-,-,-,-,-,
27,M Cheruparambil (HKG),2004-2004,2,-,-,-,-,-,-,-,-,-,-,
28,Chirag Suri (UAE),2018-2019,14,-,-,-,-,-,-,-,-,-,-,
29,DN Chudasama (KENYA),1996-1999,20,-,-,-,-,-,-,-,-,-,-,
30,DR Chumney (CAN),2003-2007,21,-,-,-,-,-,-,-,-,-,-,
31,NE Clarke (NL),1996-1996,5,-,-,-,-,-,-,-,-,-,-,
32,FRJ Coleman (SCOT),2013-2015,16,-,-,-,-,-,-,-,-,-,-,
33,PG Coman (NZ),1973-1974,3,-,-,-,-,-,-,-,-,-,-,
34,AN Cook (ENG),2006-2014,92,-,-,-,-,-,-,-,-,-,-,
35,G Cook (ENG),1981-1983,6,-,-,-,-,-,-,-,-,-,-,
36,SJ Cook (SA),1991-1993,4,-,-,-,-,-,-,-,-,-,-,
37,BN Cooper (NL),2013-2019,8,-,-,-,-,-,-,-,-,-,-,
38,CK Coventry (ZIM),2003-2015,39,-,-,-,-,-,-,-,-,-,-,
39,MC Cowdrey (ENG),1971-1971,1,-,-,-,-,-,-,-,-,-,-,
40,RT Crandon (WI),2009-2009,1,-,-,-,-,-,-,-,-,-,-,
41,JP Crawley (ENG),1994-1999,13,-,-,-,-,-,-,-,-,-,-,
42,FS Crockwell (BMUDA),2009-2009,2,-,-,-,-,-,-,-,-,-,-,
43,MH Cross (SCOT),2014-2019,52,-,-,-,-,-,-,-,-,-,-,
44,V Dahiya (INDIA),2000-2001,19,-,-,-,-,-,-,-,-,-,-,
45,WM Darling (AUS),1978-1982,18,-,-,-,-,-,-,-,-,-,-,
46,SS Das (INDIA),2001-2002,4,-,-,-,-,-,-,-,-,-,-,
47,D Dasgupta (INDIA),2001-2001,5,-,-,-,-,-,-,-,-,-,-,
48,PB Dassanayake (SL),1993-1994,16,-,-,-,-,-,-,-,-,-,-,
49,H Davids (SA),2013-2013,2,-,-,-,-,-,-,-,-,-,-,
0,AG Davies (SCOT),1999-1999,5,-,-,-,-,-,-,-,-,-,-,
1,SG Davies (ZIM),1996-1996,4,-,-,-,-,-,-,-,-,-,-,
2,SM Davies (ENG),2009-2011,8,-,-,-,-,-,-,-,-,-,-,
3,IC Davis (AUS),1974-1977,3,-,-,-,-,-,-,-,-,-,-,
4,JJ Dawood (CAN),2009-2010,2,-,-,-,-,-,-,-,-,-,-,
5,RG de Alwis (SL),1983-1988,31,-,-,-,-,-,-,-,-,-,-,
6,Q de Kock (SA),2013-2019,115,-,-,-,-,-,-,-,-,-,-,
7,MH Denness (ENG),1973-1975,12,-,-,-,-,-,-,-,-,-,-,
8,FA Dennis (CAN),1979-1979,3,-,-,-,-,-,-,-,-,-,-,
9,JH Desai (USA),2004-2004,1,-,-,-,-,-,-,-,-,-,-,
10,SI de Saram (SL),1999-2001,15,-,-,-,-,-,-,-,-,-,-,
11,AM de Silva (SL),1986-1993,4,-,-,-,-,-,-,-,-,-,-,
12,SKL de Silva (SL),1997-1997,11,-,-,-,-,-,-,-,-,-,-,
13,P Dharmani (INDIA),1996-1996,1,-,-,-,-,-,-,-,-,-,-,
14,S Dhawan (INDIA),2010-2019,133,-,-,-,-,-,-,-,-,-,-,
15,HS Dhillon (CAN),2006-2006,2,-,-,-,-,-,-,-,-,-,-,
16,Dhiman Ghosh (BDESH),2008-2008,14,-,-,-,-,-,-,-,-,-,-,
17,N Dickwella (SL),2014-2019,52,-,-,-,-,-,-,-,-,-,-,
18,WP Diepeveen (NL),2011-2011,1,-,-,-,-,-,-,-,-,-,-,
19,SS Dighe (INDIA),2000-2001,23,-,-,-,-,-,-,-,-,-,-,
20,HH Dippenaar (Afr/SA),1999-2007,107,-,-,-,-,-,-,-,-,-,-,
21,MJ Di Venuto (AUS),1997-1997,9,-,-,-,-,-,-,-,-,-,-,
22,K Doriga (PNG),2017-2019,14,-,-,-,-,-,-,-,-,-,-,
23,CRM Douglas (BMUDA),2008-2008,2,-,-,-,-,-,-,-,-,-,-,
24,MW Douglas (NZ),1994-1995,6,-,-,-,-,-,-,-,-,-,-,
25,TM Dowlin (WI),2009-2010,11,-,-,-,-,-,-,-,-,-,-,
26,PR Downton (ENG),1977-1988,28,-,-,-,-,-,-,-,-,-,-,
27,SO Dowrich (WI),2019-2019,1,-,-,-,-,-,-,-,-,-,-,
28,BM Duckett (ENG),2016-2016,3,-,-,-,-,-,-,-,-,-,-,
29,T Duffin (ZIM),2006-2007,23,-,-,-,-,-,-,-,-,-,-,
30,PJL Dujon (WI),1981-1991,169,-,-,-,-,-,-,-,-,-,-,
31,CI Dunusinghe (SL),1995-1995,1,-,-,-,-,-,-,-,-,-,-,
32,GC Dyer (AUS),1986-1988,23,-,-,-,-,-,-,-,-,-,-,
33,J Dyson (AUS),1980-1983,29,-,-,-,-,-,-,-,-,-,-,
34,J Edness (BMUDA),2007-2008,11,-,-,-,-,-,-,-,-,-,-,
35,JH Edrich (ENG),1971-1975,7,-,-,-,-,-,-,-,-,-,-,
36,KA Edwards (WI),2011-2014,16,-,-,-,-,-,-,-,-,-,-,
37,R Edwards (AUS),1972-1975,9,-,-,-,-,-,-,-,-,-,-,
38,SA Edwards (NL),2018-2019,4,-,-,-,-,-,-,-,-,-,-,
39,MTG Elliott (AUS),1997-1997,1,-,-,-,-,-,-,-,-,-,-,
40,PA Emery (AUS),1994-1994,1,-,-,-,-,-,-,-,-,-,-,
41,FM Engineer (INDIA),1974-1975,5,-,-,-,-,-,-,-,-,-,-,
42,CR Ervine (ZIM),2010-2019,93,-,-,-,-,-,-,-,-,-,-,
43,EA Essop-Adam (ZIM),1992-1992,1,-,-,-,-,-,-,-,-,-,-,
44,Fahad Nawaz (UAE),2019-2019,2,-,-,-,-,-,-,-,-,-,-,
45,Fahad Usman (UAE),2004-2004,2,-,-,-,-,-,-,-,-,-,-,
46,Faisal Athar (PAK),2003-2003,1,-,-,-,-,-,-,-,-,-,-,
47,Faruk Ahmed (BDESH),1988-1999,7,-,-,-,-,-,-,-,-,-,-,
48,FY Fazal (INDIA),2016-2016,1,-,-,-,-,-,-,-,-,-,-,
49,CJ Ferguson (AUS),2009-2011,30,-,-,-,-,-,-,-,-,-,-,
0,N Fernandes (UAE),2008-2008,1,-,-,-,-,-,-,-,-,-,-,
1,ER Fernando (SL),1975-1975,3,-,-,-,-,-,-,-,-,-,-,
2,ERNS Fernando (SL),1983-1983,7,-,-,-,-,-,-,-,-,-,-,
3,UNK Fernando (SL),1994-1994,2,-,-,-,-,-,-,-,-,-,-,
4,WIA Fernando (SL),2016-2019,15,-,-,-,-,-,-,-,-,-,-,
5,J Figy John (UAE),2019-2019,1,-,-,-,-,-,-,-,-,-,-,
6,SE Findlay (WI),2008-2009,9,-,-,-,-,-,-,-,-,-,-,
7,R Flannigan (SCOT),2010-2010,1,-,-,-,-,-,-,-,-,-,-,
8,KWR Fletcher (ENG),1971-1982,24,-,-,-,-,-,-,-,-,-,-,
9,BT Foakes (ENG),2019-2019,1,-,-,-,-,-,-,-,-,-,-,
10,PJ Forrest (AUS),2012-2012,15,-,-,-,-,-,-,-,-,-,-,
11,JS Foster (ENG),2001-2002,11,-,-,-,-,-,-,-,-,-,-,
12,G Fowler (ENG),1983-1986,26,-,-,-,-,-,-,-,-,-,-,
13,TJ Franklin (NZ),1983-1988,3,-,-,-,-,-,-,-,-,-,-,
14,BN French (ENG),1985-1988,13,-,-,-,-,-,-,-,-,-,-,
15,PG Fulton (NZ),2004-2009,49,-,-,-,-,-,-,-,-,-,-,
16,RS Gabriel (WI),1984-1984,11,-,-,-,-,-,-,-,-,-,-,
17,DJ Gandhi (INDIA),1999-2000,3,-,-,-,-,-,-,-,-,-,-,
18,HJW Gardiner (SCOT),2013-2015,11,-,-,-,-,-,-,-,-,-,-,
19,LV Garrick (WI),2001-2001,3,-,-,-,-,-,-,-,-,-,-,
20,LK Germon (NZ),1994-1997,37,-,-,-,-,-,-,-,-,-,-,
21,Ghulam Ali (PAK),1993-1995,3,-,-,-,-,-,-,-,-,-,-,
22,Ghulam Shabber (UAE),2017-2019,23,-,-,-,-,-,-,-,-,-,-,
23,T Gibbons (BMUDA),2006-2006,2,-,-,-,-,-,-,-,-,-,-,
24,HH Gibbs (SA),1996-2010,248,-,-,-,-,-,-,-,-,-,-,
25,AC Gilchrist (AUS/ICC),1996-2008,287,-,-,-,-,-,-,-,-,-,-,
26,PG Gillespie (IRE),2006-2007,5,-,-,-,-,-,-,-,-,-,-,
27,DM Gondaria (KENYA),2013-2013,2,-,-,-,-,-,-,-,-,-,-,
28,HM Goonatilleke (SL),1982-1982,6,-,-,-,-,-,-,-,-,-,-,
29,IJ Gould (ENG),1983-1983,18,-,-,-,-,-,-,-,-,-,-,
30,ZE Green (NAM),2019-2019,5,-,-,-,-,-,-,-,-,-,-,
31,AE Greenidge (WI),1978-1978,1,-,-,-,-,-,-,-,-,-,-,
32,AFG Griffith (WI),1996-2000,9,-,-,-,-,-,-,-,-,-,-,
33,R Gunasekera (CAN),2008-2014,19,-,-,-,-,-,-,-,-,-,-,
34,AAW Gunawardena (SL),1994-1994,1,-,-,-,-,-,-,-,-,-,-,
35,DA Gunawardene (SL),1998-2006,61,-,-,-,-,-,-,-,-,-,-,
36,SK Gupta (KENYA),1996-2001,10,-,-,-,-,-,-,-,-,-,-,
37,Gurdeep Singh (KENYA),2013-2013,1,-,-,-,-,-,-,-,-,-,-,
38,Gursharan Singh (INDIA),1990-1990,1,-,-,-,-,-,-,-,-,-,-,
39,BJ Haddin (AUS),2001-2015,126,-,-,-,-,-,-,-,-,-,-,
40,BG Hadlee (NZ),1975-1975,2,-,-,-,-,-,-,-,-,-,-,
41,Hafizur Rahman (BDESH),1986-1986,2,-,-,-,-,-,-,-,-,-,-,
42,RS Haire (IRE),2008-2008,2,-,-,-,-,-,-,-,-,-,-,
43,OJ Hairs (SCOT),2010-2010,5,-,-,-,-,-,-,-,-,-,-,
44,AD Hales (ENG),2014-2019,70,-,-,-,-,-,-,-,-,-,-,
45,JD Hall (IRE),2010-2010,3,-,-,-,-,-,-,-,-,-,-,
46,JH Hampshire (ENG),1971-1972,3,-,-,-,-,-,-,-,-,-,-,
47,Hamza Tariq (CAN),2011-2014,7,-,-,-,-,-,-,-,-,-,-,
48,PSP Handscomb (AUS),2017-2019,22,-,-,-,-,-,-,-,-,-,-,
49,Harilal Shah (EAf),1975-1975,3,-,-,-,-,-,-,-,-,-,-,
0,Haroon Rasheed (PAK),1977-1982,12,-,-,-,-,-,-,-,-,-,-,
1,JV Harris (CAN),2003-2003,6,-,-,-,-,-,-,-,-,-,-,
2,RG Hart (NZ),2002-2002,2,-,-,-,-,-,-,-,-,-,-,
3,RT Hart (NZ),1985-1985,1,-,-,-,-,-,-,-,-,-,-,
4,BR Hartland (NZ),1992-1994,16,-,-,-,-,-,-,-,-,-,-,
5,Harunur Rashid (BDESH),1988-1988,2,-,-,-,-,-,-,-,-,-,-,
6,Hasan Raza (PAK),1996-1999,16,-,-,-,-,-,-,-,-,-,-,
7,BF Hastings (NZ),1973-1975,11,-,-,-,-,-,-,-,-,-,-,
8,FC Hayes (ENG),1973-1975,6,-,-,-,-,-,-,-,-,-,-,
9,Hazratullah Zazai (AFG),2018-2019,16,-,-,-,-,-,-,-,-,-,-,
10,RGA Headley (WI),1973-1973,1,-,-,-,-,-,-,-,-,-,-,
11,IA Healy (AUS),1988-1997,168,-,-,-,-,-,-,-,-,-,-,
12,SP Heaney (CAN),2006-2006,4,-,-,-,-,-,-,-,-,-,-,
13,SD Heazlett (AUS),2017-2017,1,-,-,-,-,-,-,-,-,-,-,
14,JG Heron (ZIM),1983-1983,6,-,-,-,-,-,-,-,-,-,-,
15,SO Hetmyer (WI),2017-2019,43,-,-,-,-,-,-,-,-,-,-,
16,PD Heyn (SL),1975-1975,2,-,-,-,-,-,-,-,-,-,-,
17,AMJ Hilditch (AUS),1979-1985,8,-,-,-,-,-,-,-,-,-,-,
18,RIC Holder (WI),1993-1997,37,-,-,-,-,-,-,-,-,-,-,
19,KA Hope (WI),2017-2017,7,-,-,-,-,-,-,-,-,-,-,
20,SD Hope (WI),2016-2019,72,-,-,-,-,-,-,-,-,-,-,
21,GJ Hopkins (NZ),2004-2010,25,-,-,-,-,-,-,-,-,-,-,
22,MJ Horne (NZ),1997-2002,50,-,-,-,-,-,-,-,-,-,-,
23,PA Horne (NZ),1987-1987,4,-,-,-,-,-,-,-,-,-,-,
24,JM How (NZ),2005-2011,41,-,-,-,-,-,-,-,-,-,-,
25,LG Howell (NZ),1998-1998,12,-,-,-,-,-,-,-,-,-,-,
26,PJ Hughes (AUS),2013-2014,25,-,-,-,-,-,-,-,-,-,-,
27,Humayun Farhat (PAK),2001-2001,5,-,-,-,-,-,-,-,-,-,-,
28,GW Humpage (ENG),1981-1981,3,-,-,-,-,-,-,-,-,-,-,
29,N Hussain (ENG),1989-2003,88,-,-,-,-,-,-,-,-,-,-,
30,RO Hussain (SCOT),2006-2010,8,-,-,-,-,-,-,-,-,-,-,
31,KH Butt (HKG),2008-2008,2,-,-,-,-,-,-,-,-,-,-,
32,DP Hyatt (WI),2011-2011,9,-,-,-,-,-,-,-,-,-,-,
33,Ibrahim Zadran (AFG),2019-2019,1,-,-,-,-,-,-,-,-,-,-,
34,Ihsanullah (AFG),2017-2018,16,-,-,-,-,-,-,-,-,-,-,
35,Ikram Alikhil (AFG),2019-2019,12,-,-,-,-,-,-,-,-,-,-,
36,Imam-ul-Haq (PAK),2017-2019,37,-,-,-,-,-,-,-,-,-,-,
37,Imran Abbas (PAK),2000-2000,2,-,-,-,-,-,-,-,-,-,-,
38,Imrul Kayes (BDESH),2008-2018,78,-,-,-,-,-,-,-,-,-,-,
39,Imtiaz Abbasi (UAE),1994-1996,7,-,-,-,-,-,-,-,-,-,-,
40,PJ Ingram (NZ),2010-2010,8,-,-,-,-,-,-,-,-,-,-,
41,IT Iqbal (KENYA),1996-1996,3,-,-,-,-,-,-,-,-,-,-,
42,RD Jacobs (WI),1996-2004,147,-,-,-,-,-,-,-,-,-,-,
43,W Jaffer (INDIA),2006-2006,2,-,-,-,-,-,-,-,-,-,-,
44,Jahangir Alam (BDESH),1997-1999,3,-,-,-,-,-,-,-,-,-,-,
45,Jahurul Islam (BDESH),2010-2013,14,-,-,-,-,-,-,-,-,-,-,
46,WR James (ZIM),1992-1996,11,-,-,-,-,-,-,-,-,-,-,
47,PA Jaques (AUS),2006-2007,6,-,-,-,-,-,-,-,-,-,-,
48,Jatinder Singh (OMAN),2019-2019,5,-,-,-,-,-,-,-,-,-,-,
49,Javed Omar (BDESH),1995-2007,59,-,-,-,-,-,-,-,-,-,-,
0,Javed Qadeer (PAK),1995-1995,1,-,-,-,-,-,-,-,-,-,-,
1,Jawahir Shah (EAf),1975-1975,3,-,-,-,-,-,-,-,-,-,-,
2,RSA Jayasekera (SL),1982-1982,2,-,-,-,-,-,-,-,-,-,-,
3,SA Jayasinghe (SL),1979-1979,2,-,-,-,-,-,-,-,-,-,-,
4,HAPW Jayawardene (SL),2003-2007,6,-,-,-,-,-,-,-,-,-,-,
5,LR Johnson (WI),2008-2015,6,-,-,-,-,-,-,-,-,-,-,
6,MR Johnson (USA),2004-2004,2,-,-,-,-,-,-,-,-,-,-,
7,GO Jones (ENG/PNG),2004-2014,51,-,-,-,-,-,-,-,-,-,-,
8,MA Jones (SCOT),2018-2019,8,-,-,-,-,-,-,-,-,-,-,
9,RA Jones (NZ),2003-2003,5,-,-,-,-,-,-,-,-,-,-,
10,C Jonker (SA),2018-2018,2,-,-,-,-,-,-,-,-,-,-,
11,S Jora (NEPAL),2019-2019,1,-,-,-,-,-,-,-,-,-,-,
12,SC Joseph (WI),2000-2005,13,-,-,-,-,-,-,-,-,-,-,
13,DI Joyce (IRE),2006-2007,3,-,-,-,-,-,-,-,-,-,-,
14,EC Joyce (ENG/IRE),2006-2018,78,-,-,-,-,-,-,-,-,-,-,
15,R Kaia (ZIM),2015-2015,1,-,-,-,-,-,-,-,-,-,-,
16,M Kaif (INDIA),2002-2006,125,-,-,-,-,-,-,-,-,-,-,
17,AV Kale (INDIA),2003-2003,1,-,-,-,-,-,-,-,-,-,-,
18,RS Kaluwitharana (SL),1990-2004,189,-,-,-,-,-,-,-,-,-,-,
19,Kamran Akmal (PAK),2002-2017,157,-,-,-,-,-,-,-,-,-,-,
20,TS Kamunhukamwe (ZIM),2018-2019,3,-,-,-,-,-,-,-,-,-,-,
21,RB Kanhai (WI),1973-1975,7,-,-,-,-,-,-,-,-,-,-,
22,M Karg (NAM),2003-2003,3,-,-,-,-,-,-,-,-,-,-,
23,IA Karim (KENYA),2011-2014,9,-,-,-,-,-,-,-,-,-,-,
24,SS Karim (INDIA),1997-2000,34,-,-,-,-,-,-,-,-,-,-,
25,KD Karthik (INDIA),2004-2019,94,-,-,-,-,-,-,-,-,-,-,
26,F Kasteni (ZIM),2007-2007,3,-,-,-,-,-,-,-,-,-,-,
27,SM Katich (AUS),2001-2006,45,-,-,-,-,-,-,-,-,-,-,
28,MF Kent (AUS),1981-1981,5,-,-,-,-,-,-,-,-,-,-,
29,RB Kerr (AUS),1985-1985,4,-,-,-,-,-,-,-,-,-,-,
30,D Keulder (NAM),2003-2003,6,-,-,-,-,-,-,-,-,-,-,
31,RWT Key (ENG),2003-2004,5,-,-,-,-,-,-,-,-,-,-,
32,SP Khakurel (NEPAL),2018-2018,2,-,-,-,-,-,-,-,-,-,-,
33,Khaled Mashud (BDESH),1995-2006,126,-,-,-,-,-,-,-,-,-,-,
34,Khalid Latif (PAK),2008-2010,5,-,-,-,-,-,-,-,-,-,-,
35,SC Khanna (INDIA),1979-1984,10,-,-,-,-,-,-,-,-,-,-,
36,UT Khawaja (AUS),2013-2019,40,-,-,-,-,-,-,-,-,-,-,
37,GK Khoda (INDIA),1998-1998,2,-,-,-,-,-,-,-,-,-,-,
38,AR Khurasiya (INDIA),1999-2001,12,-,-,-,-,-,-,-,-,-,-,
39,Khurram Manzoor (PAK),2008-2009,7,-,-,-,-,-,-,-,-,-,-,
40,Khurram Nawaz (OMAN),2019-2019,3,-,-,-,-,-,-,-,-,-,-,
41,C Kieswetter (ENG),2010-2013,46,-,-,-,-,-,-,-,-,-,-,
42,BA King (WI),2019-2019,1,-,-,-,-,-,-,-,-,-,-,
43,SMH Kirmani (INDIA),1976-1986,49,-,-,-,-,-,-,-,-,-,-,
44,H Klaasen (SA),2018-2019,14,-,-,-,-,-,-,-,-,-,-,
45,NV Knight (ENG),1996-2003,100,-,-,-,-,-,-,-,-,-,-,
46,APE Knott (ENG),1971-1977,20,-,-,-,-,-,-,-,-,-,-,
47,LJ Koen (SA),1997-2000,5,-,-,-,-,-,-,-,-,-,-,
48,JP Kotze (NAM),2019-2019,5,-,-,-,-,-,-,-,-,-,-,
49,P Krishnamurthy (INDIA),1976-1976,1,-,-,-,-,-,-,-,-,-,-,
0,CK Kruger (HKG),2008-2008,2,-,-,-,-,-,-,-,-,-,-,
1,N Kruger (NL),2011-2011,2,-,-,-,-,-,-,-,-,-,-,
2,DSBP Kuruppu (SL),1983-1990,54,-,-,-,-,-,-,-,-,-,-,
3,BM Laird (AUS),1979-1982,23,-,-,-,-,-,-,-,-,-,-,
4,SB Lama (HKG),2004-2004,1,-,-,-,-,-,-,-,-,-,-,
5,JL Langer (AUS),1994-1997,8,-,-,-,-,-,-,-,-,-,-,
6,TWM Latham (NZ),2012-2019,95,-,-,-,-,-,-,-,-,-,-,
7,WM Lawry (AUS),1971-1971,1,-,-,-,-,-,-,-,-,-,-,
8,WK Lees (NZ),1979-1983,31,-,-,-,-,-,-,-,-,-,-,
9,E Lewis (WI),2016-2019,48,-,-,-,-,-,-,-,-,-,-,
10,GFJ Liebenberg (SA),1995-1998,4,-,-,-,-,-,-,-,-,-,-,
11,Liton Das (BDESH),2015-2019,33,-,-,-,-,-,-,-,-,-,-,
12,GD Lloyd (ENG),1996-1998,6,-,-,-,-,-,-,-,-,-,-,
13,TA Lloyd (ENG),1984-1984,3,-,-,-,-,-,-,-,-,-,-,
14,DR Lockhart (SCOT),2006-2010,14,-,-,-,-,-,-,-,-,-,-,
15,JD Love (ENG),1981-1981,3,-,-,-,-,-,-,-,-,-,-,
16,MB Loye (ENG),2007-2007,7,-,-,-,-,-,-,-,-,-,-,
17,BW Luckhurst (ENG),1975-1975,3,-,-,-,-,-,-,-,-,-,-,
18,MJ Lumb (ENG),2014-2014,3,-,-,-,-,-,-,-,-,-,-,
19,MA Lynch (ENG),1988-1988,3,-,-,-,-,-,-,-,-,-,-,
20,CA Lynn (AUS),2017-2018,4,-,-,-,-,-,-,-,-,-,-,
21,C McAuslan (HKG),2017-2017,2,-,-,-,-,-,-,-,-,-,-,
22,NFI McCallum (SCOT),2006-2011,43,-,-,-,-,-,-,-,-,-,-,
23,RB McCosker (AUS),1975-1982,14,-,-,-,-,-,-,-,-,-,-,
24,BB McCullum (NZ),2002-2016,260,-,-,-,-,-,-,-,-,-,-,
25,PD McGlashan (NZ),2009-2009,4,-,-,-,-,-,-,-,-,-,-,
26,JA Maclean (AUS),1979-1979,2,-,-,-,-,-,-,-,-,-,-,
27,H McLeod (EAf),1975-1975,2,-,-,-,-,-,-,-,-,-,-,
28,NJ MacRae (SCOT),2006-2006,2,-,-,-,-,-,-,-,-,-,-,
29,EB McSweeney (NZ),1986-1987,16,-,-,-,-,-,-,-,-,-,-,
30,DL Maddy (ENG),1998-2000,8,-,-,-,-,-,-,-,-,-,-,
31,TN Madondo (ZIM),1998-2001,13,-,-,-,-,-,-,-,-,-,-,
32,Mahbubur Rahman (BDESH),1999-1999,1,-,-,-,-,-,-,-,-,-,-,
33,JP Maher (AUS),1998-2003,26,-,-,-,-,-,-,-,-,-,-,
34,Mahmood Hamid (PAK),1995-1995,1,-,-,-,-,-,-,-,-,-,-,
35,DJ Malan (ENG),2019-2019,1,-,-,-,-,-,-,-,-,-,-,
36,JS Malhotra (USA),2019-2019,5,-,-,-,-,-,-,-,-,-,-,
37,G Malla (NEPAL),2018-2019,6,-,-,-,-,-,-,-,-,-,-,
38,GA Manou (AUS),2009-2009,4,-,-,-,-,-,-,-,-,-,-,
39,A Maregwede (ZIM),2003-2005,11,-,-,-,-,-,-,-,-,-,-,
40,RW Marsh (AUS),1971-1984,92,-,-,-,-,-,-,-,-,-,-,
41,SE Marsh (AUS),2008-2019,73,-,-,-,-,-,-,-,-,-,-,
42,CA Marshall (CAN),1979-1979,2,-,-,-,-,-,-,-,-,-,-,
43,HJH Marshall (NZ),2003-2007,66,-,-,-,-,-,-,-,-,-,-,
44,JAH Marshall (NZ),2005-2008,10,-,-,-,-,-,-,-,-,-,-,
45,JJ Martin (INDIA),1999-2001,10,-,-,-,-,-,-,-,-,-,-,
46,Masood Iqbal (PAK),1984-1984,1,-,-,-,-,-,-,-,-,-,-,
47,SJ Massiah (USA),2004-2004,2,-,-,-,-,-,-,-,-,-,-,
48,EH Mattis (WI),1981-1981,2,-,-,-,-,-,-,-,-,-,-,
49,BM Mauricette (CAN),1979-1979,3,-,-,-,-,-,-,-,-,-,-,
0,TMK Mawoyo (ZIM),2006-2014,7,-,-,-,-,-,-,-,-,-,-,
1,MP Maynard (ENG),1994-2000,14,-,-,-,-,-,-,-,-,-,-,
2,RD McCann (IRE),2010-2010,8,-,-,-,-,-,-,-,-,-,-,
3,JA McCollum (IRE),2019-2019,8,-,-,-,-,-,-,-,-,-,-,
4,SS McKechnie (HKG),2017-2018,8,-,-,-,-,-,-,-,-,-,-,
5,V Mehra (UAE),1994-1996,6,-,-,-,-,-,-,-,-,-,-,
6,PS Mehta (EAf),1975-1975,1,-,-,-,-,-,-,-,-,-,-,
7,LRD Mendis (SL),1975-1989,79,-,-,-,-,-,-,-,-,-,-,
8,MC Mendis (SL),1995-1995,1,-,-,-,-,-,-,-,-,-,-,
